_archivo,id_modelo,referenciaWeb,modelo,url,title,allDescs
142593860.json,142593860,"Código de barras：8433325212957
Potencia：7W/m
Voltaje：220-240V～",8433325212957,https://www.aigostar.com/ES/productCategory/1547785368034742431,Tira de luz LED inalámbrica 5050-60 azul 50m 10mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz azul
Descripción de los puntos de venta:
Ancho del panel de 10 mm|Especificación
Dimensión:
H6.8*W13mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
60LED|Parámetros técnicos
Potencia:
7W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
FP:
＞0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593861.json,142593861,"Código de barras：8433325212964
Potencia：8W/m
Voltaje：220-240V～
Temperatura del color：6500K
Caudal luminoso：600lm/m",8433325212964,https://www.aigostar.com/ES/productCategory/1547785368034742432,Tira de luz LED inalámbrica 2835-180 doble fila blanca 50m 10mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz fría
Descripción de los puntos de venta:
Ancho del panel de 10 mm|Especificación
Dimensión:
H6.5*W14mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
180LED|Parámetros técnicos
Potencia:
8W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
600lm/m
CRI:
Ra≥70
FP:
＞0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593862.json,142593862,"Código de barras：8433325212971
Potencia：8W/m
Voltaje：220-240V～
Temperatura del color：3000K
Caudal luminoso：600lm/m",8433325212971,https://www.aigostar.com/ES/productCategory/1547785368034742433,Tira de luz LED inalámbrica 2835-180 doble fila amarilla 50m 10mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
Ancho del panel de 10 mm|Especificación
Dimensión:
H6.5*W14mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
180LED|Parámetros técnicos
Potencia:
8W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Temperatura del color:
3000K
Caudal luminoso:
600lm/m
CRI:
Ra≥70
FP:
＞0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593863.json,142593863,"Código de barras：8433325212988
Potencia：7W/m
Voltaje：220-240V～
Temperatura del color：6500K
Caudal luminoso：500lm/m",8433325212988,https://www.aigostar.com/ES/productCategory/1547785368034742434,Tira de luz LED inalámbrica 2835-120 blanco 50m 8mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz fría
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Especificación
Dimensión:
H6.5*W10.5mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
120LED|Parámetros técnicos
Potencia:
7W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
500lm/m
CRI:
Ra≥70
FP:
＞0.9
DF:
≥0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593864.json,142593864,"Código de barras：8433325212995
Potencia：7W/m
Voltaje：220-240V～
Temperatura del color：3000K
Caudal luminoso：500lm/m",8433325212995,https://www.aigostar.com/ES/productCategory/1547785368034742435,Tira de luz LED inalámbrica 2835-120 amarillo 50m 8mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Especificación
Dimensión:
H6.5*W10.5mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
120LED|Parámetros técnicos
Potencia:
7W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Temperatura del color:
3000K
Caudal luminoso:
500lm/m
CRI:
Ra≥70
FP:
＞0.9
DF:
≥0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593865.json,142593865,"Código de barras：8433325213008
Potencia：7W/m
Voltaje：220-240V～",8433325213008,https://www.aigostar.com/ES/productCategory/1547785368034742436,Tira de luz LED inalámbrica 2835-120 roja 50m 8mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz roja
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Especificación
Dimensión:
H6.5*W10.5mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
120LED|Parámetros técnicos
Potencia:
7W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
FP:
＞0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593866.json,142593866,"Código de barras：8433325213015
Potencia：7W/m
Voltaje：220-240V～",8433325213015,https://www.aigostar.com/ES/productCategory/1547785368034742437,Tira de luz LED inalámbrica 2835-120 verde 50m 8mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz verde
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Especificación
Dimensión:
H6.5*W10.5mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
120LED|Parámetros técnicos
Potencia:
7W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
FP:
＞0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593867.json,142593867,"Código de barras：8433325213022
Potencia：7W/m
Voltaje：220-240V～",8433325213022,https://www.aigostar.com/ES/productCategory/1547785368034742438,Tira de luz LED inalámbrica 2835-120 azul 50m 8mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz azul
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Especificación
Dimensión:
H6.5*W10.5mm
Tamaño del rollo:
D310*H108mm
Longitud:
L50m
Número de perlas:
120LED|Parámetros técnicos
Potencia:
7W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
FP:
＞0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593869.json,142593869,"Código de barras：8433325290368
Potencia：600W
Voltaje：220-240V～",8433325290368,https://www.aigostar.com/ES/productCategory/1547785368059908524,Set de fuente de alimentación para tira de luz inalámbrica 2835 y 5050 10 mm,"Características
categoría:
Juego de cables de alimentación para regletas de circuitos integrados
Color del producto:
Blanco
Descripción de los puntos de venta:
Ancho del panel de 10 mm|Parámetros técnicos
Potencia:
600W
Voltaje:
220-240V～
Current:
3A
Frecuencia:
50/60Hz|Aplicación de medio ambiente
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
95g|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Cobre|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad de embalaje medio:
5 pc/Bolsa
Cantidad del paquete externo:
50 pc/Caja de cartón"
142593870.json,142593870,"Código de barras：8433325290375
Voltaje：250V～",8433325290375,https://www.aigostar.com/ES/productCategory/1547785368059908525,Tira de luz inalámbrica 2835 conector tipo I 8mm,"Características
categoría:
Conector en forma de I
Color del producto:
Blanco&Transparente
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Parámetros técnicos
Voltaje:
250V～
Current:
2.5A
Frecuencia:
50/60Hz|Aplicación de medio ambiente
Clasificación del IP:
IP54
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
25g|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Cobre,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Bolsa con cabezal
Cantidad de embalaje medio:
5 pc/Película retráctil
Cantidad del paquete externo:
100 pc/Caja de cartón"
142593872.json,142593872,"Código de barras：8433325290399
Voltaje：250V～",8433325290399,https://www.aigostar.com/ES/productCategory/1547785368059908527,Tira de luz inalámbrica 2835 conector en forma de T 8mm,"Características
categoría:
Conector en forma de T
Color del producto:
Blanco&Transparente
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Parámetros técnicos
Voltaje:
250V～
Current:
2.5A
Frecuencia:
50/60Hz|Aplicación de medio ambiente
Clasificación del IP:
IP54
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
26g|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Cobre,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Bolsa con cabezal
Cantidad de embalaje medio:
5 pc/Película retráctil
Cantidad del paquete externo:
100 pc/Caja de cartón"
142593873.json,142593873,"Código de barras：8433325290443
Voltaje：250V～",8433325290405,https://www.aigostar.com/ES/productCategory/1547785368059908532,Tira de luz inalámbrica Conector cruzado de 10 mm,"Características
categoría:
Conector cruzado
Color del producto:
Blanco&Transparente
Descripción de los puntos de venta:
Ancho del panel de 10 mm|Parámetros técnicos
Voltaje:
250V～
Current:
2.5A
Frecuencia:
50/60Hz|Aplicación de medio ambiente
Clasificación del IP:
IP54
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
29g|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Cobre,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Bolsa con cabezal
Cantidad de embalaje medio:
5 pc/Película retráctil
Cantidad del paquete externo:
100 pc/Caja de cartón"
142593876.json,142593876,"Código de barras：8433325290399
Voltaje：250V～",8433325290436,https://www.aigostar.com/ES/productCategory/1547785368059908527,Tira de luz inalámbrica 2835 conector en forma de T 8mm,"Características
categoría:
Conector en forma de T
Color del producto:
Blanco&Transparente
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Parámetros técnicos
Voltaje:
250V～
Current:
2.5A
Frecuencia:
50/60Hz|Aplicación de medio ambiente
Clasificación del IP:
IP54
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
26g|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Cobre,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Bolsa con cabezal
Cantidad de embalaje medio:
5 pc/Película retráctil
Cantidad del paquete externo:
100 pc/Caja de cartón"
142593877.json,142593877,"Código de barras：8433325290443
Voltaje：250V～",8433325290443,https://www.aigostar.com/ES/productCategory/1547785368059908532,Tira de luz inalámbrica Conector cruzado de 10 mm,"Características
categoría:
Conector cruzado
Color del producto:
Blanco&Transparente
Descripción de los puntos de venta:
Ancho del panel de 10 mm|Parámetros técnicos
Voltaje:
250V～
Current:
2.5A
Frecuencia:
50/60Hz|Aplicación de medio ambiente
Clasificación del IP:
IP54
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
29g|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Cobre,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Bolsa con cabezal
Cantidad de embalaje medio:
5 pc/Película retráctil
Cantidad del paquete externo:
100 pc/Caja de cartón"
142593878.json,142593878,"Código de barras：8433325291303
Potencia：5W/m
Voltaje：220-240V～
Temperatura del color：3000K
Caudal luminoso：460lm/m",8433325291303,https://www.aigostar.com/ES/productCategory/1550158310173446144,Tira LED de luz amarilla con circuito integrado 2835-60 50m 8mm,"Características
categoría:
Tira LED integrada
Color del producto:
Transparente
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
Ancho del panel de 8 mm|Especificación
Dimensión:
H6.5*W10.5mm
Tamaño del rollo:
D315*H130mm
Longitud:
L50m|Parámetros técnicos
Potencia:
5W/m
Voltaje:
220-240V～
Frecuencia:
50/60Hz
Temperatura del color:
3000K
Caudal luminoso:
460lm/m
CRI:
Ra≥70
DF:
≥0.9
Ángulo de haz:
120°
Hg(mg):
0
EEI:
F|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
3.9kg|Vida
Vida útil:
20000h|Material
Material principal:
PVC,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS,UKCA|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
1 pc/Caja de cartón"
142593879.json,142593879,"Código de barras：8433325293925
Potencia：18W
Voltaje：DC24V
Temperatura del color：6500K
Caudal luminoso：1800lm",8433325293925,https://www.aigostar.com/ES/productCategory/1565606930204987392,Tira de luces LED de bajo voltaje 2m COB,"Características
Color del producto:
Blanco
Color de la luz:
Luz fría|Especificación
Dimensión:
L2000*W8*H1.6mm
Tamaño del rollo:
D128*H20mm
Longitud:
L2m|Parámetros técnicos
Potencia:
18W
Voltaje:
DC24V
Current:
0.75A
Temperatura del color:
6500K
Caudal luminoso:
1800lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
140°
Hg(mg):
0
EEI:
F|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
168g|Vida
Vida útil:
20000h
Frecuencia de conmutación:
10000times|Material
Material principal:
Silicona,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS,UKCA|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
60 pc/Caja de cartón"
142593880.json,142593880,"Código de barras：8433325293932
Potencia：18W
Voltaje：DC24V
Temperatura del color：3000K
Caudal luminoso：1800lm",8433325293932,https://www.aigostar.com/ES/productCategory/1565606930213376000,Tira de luces LED de bajo voltaje 2m COB,"Características
Color del producto:
Blanco
Color de la luz:
Luz cálida|Especificación
Dimensión:
L2000*W8*H1.6mm
Tamaño del rollo:
D128*H20mm
Longitud:
L2m|Parámetros técnicos
Potencia:
18W
Voltaje:
DC24V
Current:
0.75A
Temperatura del color:
3000K
Caudal luminoso:
1800lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
140°
Hg(mg):
0
EEI:
F|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
168g|Vida
Vida útil:
20000h
Frecuencia de conmutación:
10000times|Material
Material principal:
Silicona,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS,UKCA|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
60 pc/Caja de cartón"
142593881.json,142593881,"Código de barras：8433325293949
Potencia：36W
Voltaje：DC24V
Temperatura del color：6500K
Caudal luminoso：3600lm",8433325293949,https://www.aigostar.com/ES/productCategory/1565606929831694336,Tira de luces LED de bajo voltaje 5m COB,"Características
Color del producto:
Blanco
Color de la luz:
Luz fría|Especificación
Dimensión:
L5000*W8*H1.6mm
Tamaño del rollo:
D128*H20mm
Longitud:
L5m|Parámetros técnicos
Potencia:
36W
Voltaje:
DC24V
Current:
1.5A
Temperatura del color:
6500K
Caudal luminoso:
3600lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
140°
Hg(mg):
0
EEI:
F|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
192g|Vida
Vida útil:
20000h
Frecuencia de conmutación:
10000times|Material
Material principal:
Silicona,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS,UKCA|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
60 pc/Caja de cartón"
142593882.json,142593882,"Código de barras：8433325293956
Potencia：36W
Voltaje：DC24V
Temperatura del color：3000K
Caudal luminoso：3600lm",8433325293956,https://www.aigostar.com/ES/productCategory/1565606929840082944,Tira de luces LED de bajo voltaje 5m COB,"Características
Color del producto:
Blanco
Color de la luz:
Luz cálida|Especificación
Dimensión:
L5000*W8*H1.6mm
Tamaño del rollo:
D128*H20mm
Longitud:
L5m|Parámetros técnicos
Potencia:
36W
Voltaje:
DC24V
Current:
1.5A
Temperatura del color:
3000K
Caudal luminoso:
3600lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
140°
Hg(mg):
0
EEI:
F|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
192g|Vida
Vida útil:
20000h
Frecuencia de conmutación:
10000times|Material
Material principal:
Silicona,Aleación de aluminio,Cobre|Certificación
Certificación:
CE,RoHS,UKCA|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
60 pc/Caja de cartón"
142593883.json,142593883,"Código de barras：8433325305352
Color de la luz：Luz cálida",8433325305352,https://www.aigostar.com/ES/productCategory/1603699498528411648,"Colgante a pilas con ventosa en forma de árbol de Navidad, Blanco cálido ,IP20 Interior","Características
categoría:
Cadena de luces con pilas 3AAA
Tipo:
Estilo resplandeciente
Modelo:
Decoración Navideña
Color del producto:
Caja de pilas: blanca
Pilas incluídas o no:
No
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
10LED-ON/OFF|Especificación
Dimensión:
L15.3*W19cm
Longitud del cable:
L25cm
Número de perlas:
10LED|Parámetros técnicos
Voltaje:
DC1.5V*3
Current:
70mA
Hg(mg):
0
Nivel de seguridad de la luminaria:
III|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
500g|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad de embalaje medio:
6 pc/Bolsa
Cantidad del paquete externo:
24 pc/Caja de cartón"
142593884.json,142593884,"Código de barras：8433325305383
Color de la luz：Luz cálida",8433325305383,https://www.aigostar.com/ES/productCategory/1603699498641657856,"Colgante a pilas con ventosa en forma de campana, Blanco cálido ,IP20 Interior","Características
categoría:
Cadena de luces con pilas 3AAA
Tipo:
Estilo resplandeciente
Modelo:
Decoración Navideña
Color del producto:
Caja de pilas: blanca
Pilas incluídas o no:
No
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
10LED-ON/OFF|Especificación
Dimensión:
L15.2*W19.3cm
Longitud del cable:
L25cm
Número de perlas:
10LED|Parámetros técnicos
Voltaje:
DC1.5V*3
Current:
70mA
Hg(mg):
0
Nivel de seguridad de la luminaria:
III|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
500g|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad de embalaje medio:
6 pc/Bolsa
Cantidad del paquete externo:
24 pc/Caja de cartón"
142593885.json,142593885,"Código de barras：8433325305390
Color de la luz：Luz cálida",8433325305390,https://www.aigostar.com/ES/productCategory/1603699498750709760,"Colgante a pilas con ventosa en forma de reno, Blanco cálido ,IP20 Interior","Características
categoría:
Cadena de luces con pilas 3AAA
Tipo:
Estilo resplandeciente
Modelo:
Decoración Navideña
Color del producto:
Caja de pilas: blanca
Pilas incluídas o no:
No
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
10LED-ON/OFF|Especificación
Dimensión:
L13*W19cm
Longitud del cable:
L25cm
Número de perlas:
10LED|Parámetros técnicos
Voltaje:
DC1.5V*3
Current:
70mA
Hg(mg):
0
Nivel de seguridad de la luminaria:
III|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
500g|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad de embalaje medio:
6 pc/Bolsa
Cantidad del paquete externo:
24 pc/Caja de cartón"
142593886.json,142593886,"Código de barras：8433325305437
Color de la luz：Luz cálida",8433325305437,https://www.aigostar.com/ES/productCategory/1603699498901704704,"Colgante a pilas con ventosa en forma de corazón, Blanco cálido ,IP20 Interior","Características
categoría:
Cadena de luces con pilas 3AAA
Tipo:
Estilo resplandeciente
Modelo:
Decoración Navideña
Color del producto:
Caja de pilas: blanca
Pilas incluídas o no:
No
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
10LED-ON/OFF|Especificación
Dimensión:
L16.5*W16cm
Longitud del cable:
L25cm
Número de perlas:
10LED|Parámetros técnicos
Voltaje:
DC1.5V*3
Current:
70mA
Hg(mg):
0
Nivel de seguridad de la luminaria:
III|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
200g|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad de embalaje medio:
6 pc/Bolsa
Cantidad del paquete externo:
24 pc/Caja de cartón"
142593887.json,142593887,"Código de barras：8433325318505
Color de la luz：Luz cálida
Potencia：16W
Temperatura del color：2700K
Caudal luminoso：1900lm
CRI：Ra≥80",8433325318505,https://www.aigostar.com/ES/productCategory/1666636535618998272,Aplique 2700K Hierro y Acrílico,"Características
Tipo:
Aplique
Modelo:
LED
Color del producto:
Blanco
Color de la luz:
Luz cálida
Descripción de los puntos de venta:
Material: Acrílico, hierro;Es suave para los ojos, sin parpadeos visibles.|Especificación
Dimensión:
L200*W200*H60mm|Parámetros técnicos
Potencia:
16W
Voltaje:
220-240V～
Current:
0.125mA
Frecuencia:
50-60Hz
Temperatura del color:
2700K
Caudal luminoso:
1900lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
120°
Hg(mg):
0
Equivalencia en bombilla incandescente:
120W
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Montado en la pared|Volumen
Peso neto de un solo producto:
850g|Vida
Vida útil:
20000h|Material
Material principal:
Polimetacrilato de metilo,Hierro|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142593888.json,142593888,"Código de barras：8433325318512
Color de la luz：Luz fría
Potencia：16W
Temperatura del color：6500K
Caudal luminoso：2400lm
CRI：Ra≥80",8433325318512,https://www.aigostar.com/ES/productCategory/1666636535618998273,Aplique 6500K Hierro y acrílico,"Características
Tipo:
Aplique
Modelo:
LED
Color del producto:
Blanco
Color de la luz:
Luz fría|Especificación
Dimensión:
L200*W200*H60mm|Parámetros técnicos
Potencia:
16W
Voltaje:
220-240V～
Current:
0.125mA
Frecuencia:
50-60Hz
Temperatura del color:
6500K
Caudal luminoso:
2400lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
120°
Hg(mg):
0
Equivalencia en bombilla incandescente:
147W
EEI:
D
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Montado en la pared|Volumen
Peso neto de un solo producto:
850g|Vida
Vida útil:
20000h|Material
Material principal:
Polimetacrilato de metilo,Hierro|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142593889.json,142593889,"Código de barras：8433325318529
Color de la luz：Luz cálida
Potencia：20W
Temperatura del color：2700K
Caudal luminoso：2600lm
CRI：Ra≥80",8433325318529,https://www.aigostar.com/ES/productCategory/1666636535618998274,Aplique 2700K Hierro y Acrílico,"Características
Tipo:
Aplique
Modelo:
LED
Color del producto:
Blanco
Color de la luz:
Luz cálida|Especificación
Dimensión:
L200*W265*H65mm|Parámetros técnicos
Potencia:
20W
Voltaje:
220-240V～
Current:
0.145mA
Frecuencia:
50-60Hz
Temperatura del color:
2700K
Caudal luminoso:
2600lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
120°
Hg(mg):
0
Equivalencia en bombilla incandescente:
157W
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～40℃
Método de instalación:
Montado en la pared|Volumen
Peso neto de un solo producto:
795g|Vida
Vida útil:
20000h|Material
Material principal:
Polimetacrilato de metilo,Hierro|Certificación
Certificación:
CE|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
